method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
GET,b'/listproducts.php?cat=1',b'',0,0,0,0,0,0,1
GET,b'/hpp/',b'',0,0,0,0,0,0,1
GET,b'/listproducts.php?cat=2',b'',0,0,0,0,0,0,1
POST,b'/userinfo.php',b'pass=g00dPa%24%24w0rD&uname=cgdujbhx',0,0,0,0,0,0,1
GET,b'/signup.php',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/',b'',0,0,0,0,0,0,1
GET,b'/artists.php?artist=3',b'',0,0,0,0,0,0,1
POST,b'/guestbook.php',b'submit=add%20message&name=anonymous%20user&text=1',0,0,0,0,2,0,1
GET,b'/listproducts.php?cat=4',b'',0,0,0,0,0,0,1
GET,b'/Templates/',b'',0,0,0,0,0,0,1
GET,b'/redir.php',b'',0,0,0,0,0,0,1
GET,b'/redir.php?r=http://www.eclectasy.com/Fractal-Explorer/index.html',b'',0,0,0,0,0,0,1
GET,b'/AJAX/',b'',0,0,0,0,0,0,1
GET,b'/Flash/',b'',0,0,0,0,0,0,1
GET,b'/images/',b'',0,0,0,0,0,0,1
POST,b'/cart.php',b'addcart=4&price=1000',0,0,0,0,0,0,1
POST,b'/cart.php',b'addcart=3&price=986',0,0,0,0,0,0,1
POST,b'/cart.php',b'addcart=2&price=800',0,0,0,0,0,0,1
POST,b'/secured/newuser.php',b'signup=signup&uaddress=3137%20Laguna%20Street&ucc=4111111111111111&uemail=sample%40email.tst&upass=g00dPa%24%24w0rD&upass2=g00dPa%24%24w0rD&uphone=555-666-0606&urname=ljvxndhk&uuname=hwkjuvlo',0,0,0,0,2,0,1
GET,b'/listproducts.php?artist=1',b'',0,0,0,0,0,0,1
GET,b'/listproducts.php?artist=2',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/Details/color-printer/3',b'',0,0,0,0,0,0,1
GET,b'/secured/newuser.php',b'',0,0,0,0,0,0,1
GET,b'/secured',b'',0,0,0,0,0,0,1
GET,b'/hpp/?pp=12',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/Details/web-camera-a4tech/2',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/Details/network-attached-storage-dlink/1',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/images',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/Details',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/Details/color-printer',b'',0,0,0,0,0,0,1
GET,b'/Flash/add.fla',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/Details/web-camera-a4tech',b'',0,0,0,0,0,0,1
GET,b'/listproducts.php?artist=3',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/Details/network-attached-storage-dlink',b'',0,0,0,0,0,0,1
GET,b'/secured/',b'',0,0,0,0,0,0,1
GET,b'/hpp/params.php?p=valid&pp=12',b'',0,0,0,0,0,0,1
GET,b'/hpp/params.php?aaaa=',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/images/',b'',0,0,0,0,0,0,1
GET,b'/hpp/params.php',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/Details/web-camera-a4tech/2/',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/Details/color-printer/3/',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/Details/network-attached-storage-dlink/1/',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/RateProduct-1.html',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/RateProduct-3.html',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/BuyProduct-2',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/RateProduct-2.html',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/BuyProduct-1',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/BuyProduct-3',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/BuyProduct-2/',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/BuyProduct-1/',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/BuyProduct-3/',b'',0,0,0,0,0,0,1
GET,b'/',b'',0,0,0,0,0,0,1
GET,b'/AJAX/artists.php',b'',0,0,0,0,0,0,1
GET,b'/AJAX/infoartist.php?id=1',b'',0,0,0,0,0,0,1
GET,b'/AJAX/infoartist.php?id=2',b'',0,0,0,0,0,0,1
GET,b'/AJAX/infoartist.php?id=3',b'',0,0,0,0,0,0,1
GET,b'/AJAX/categories.php',b'',0,0,0,0,0,0,1
GET,b'/AJAX/infocateg.php?id=1',b'',0,0,0,0,0,0,1
GET,b'/AJAX/infocateg.php?id=2',b'',0,0,0,0,0,0,1
GET,b'/AJAX/infocateg.php?id=3',b'',0,0,0,0,0,0,1
GET,b'/AJAX/infocateg.php?id=4',b'',0,0,0,0,0,0,1
GET,b'/AJAX/titles.php',b'',0,0,0,0,0,0,1
POST,b'/AJAX/infotitle.php',b'id=1',0,0,0,0,0,0,1
GET,b'/showimage.php?file=./pictures/1.jpg',b'',0,0,0,0,0,0,1
POST,b'/AJAX/infotitle.php',b'id=2',0,0,0,0,0,0,1
GET,b'/showimage.php?file=./pictures/2.jpg',b'',0,0,0,0,0,0,1
POST,b'/AJAX/infotitle.php',b'id=3',0,0,0,0,0,0,1
GET,b'/showimage.php?file=./pictures/3.jpg',b'',0,0,0,0,0,0,1
POST,b'/AJAX/infotitle.php',b'id=4',0,0,0,0,0,0,1
GET,b'/showimage.php?file=./pictures/4.jpg',b'',0,0,0,0,0,0,1
POST,b'/AJAX/infotitle.php',b'id=5',0,0,0,0,0,0,1
GET,b'/showimage.php?file=./pictures/5.jpg',b'',0,0,0,0,0,0,1
POST,b'/AJAX/infotitle.php',b'id=6',0,0,0,0,0,0,1
GET,b'/showimage.php?file=./pictures/6.jpg',b'',0,0,0,0,0,0,1
POST,b'/AJAX/infotitle.php',b'id=7',0,0,0,0,0,0,1
GET,b'/showimage.php?file=./pictures/7.jpg',b'',0,0,0,0,0,0,1
POST,b'/AJAX/showxml.php',"b'<xml><node name=""nodename1"">nodetext1</node><node name=""nodename2"">nodetext2</node></xml>'",0,4,0,0,2,0,1
GET,b'/comment.php',b'',0,0,0,0,0,0,1
GET,b'/comment.php?pid=1',b'',0,0,0,0,0,0,1
GET,b'/comment.php?aid=3',b'',0,0,0,0,0,0,1
GET,b'/AJAX/infoartist.php?id=1',b'',0,0,0,0,0,0,1
GET,b'/comment.php?pid=3',b'',0,0,0,0,0,0,1
GET,b'/comment.php?pid=2',b'',0,0,0,0,0,0,1
GET,b'/comment.php?aid=1',b'',0,0,0,0,0,0,1
GET,b'/AJAX/infocateg.php?id=1',b'',0,0,0,0,0,0,1
GET,b'/comment.php?aid=2',b'',0,0,0,0,0,0,1
GET,b'/AJAX/infotitle.php',b'',0,0,0,0,0,0,1
GET,b'/AJAX/showxml.php',b'',0,0,0,0,0,0,1
POST,b'/comment.php',b'Submit=Submit&comment=1&name=<your%20name%20here>&phpaction=echo%20%24_POST%5bcomment%5d;',0,0,0,0,3,0,1
GET,b'/.idea/scopes/scope_settings.xml',b'',0,0,0,0,0,0,1
GET,b'/_mmServerScripts/MMHTTPDB.php',b'',0,0,0,0,0,0,1
GET,b'/.idea/encodings.xml',b'',0,0,0,0,0,0,1
GET,b'/.idea/modules.xml',b'',0,0,0,0,0,0,1
GET,b'/.idea/.name',b'',0,0,0,0,0,0,1
GET,b'/.idea/vcs.xml',b'',0,0,0,0,0,0,1
GET,b'/_mmServerScripts/mysql.php',b'',0,0,0,0,0,0,1
GET,b'/.idea/misc.xml',b'',0,0,0,0,0,0,1
GET,b'/.idea/workspace.xml',b'',0,0,0,0,0,0,1
GET,b'/.idea/acuart.iml',b'',0,0,0,0,0,0,1
GET,b'/404.php',b'',0,0,0,0,0,0,1
GET,b'/AJAX/htaccess.conf',b'',0,0,0,0,0,0,1
GET,b'/adm1nPan3l/index.php',b'',0,0,0,0,0,0,1
GET,b'/admin/create.sql',b'',0,0,0,0,0,0,1
GET,b'/bxss/adminPan3l/index.php',b'',0,0,0,0,0,0,1
GET,b'/bxss/database_connect.php',b'',0,0,0,0,0,0,1
GET,b'/bxss/test.js',b'',0,0,0,0,0,0,1
GET,b'/bxss/index.php',b'',0,0,0,0,0,0,1
GET,b'/bxss/cleanDatabase.php',b'',0,0,0,0,0,0,1
GET,b'/clearguestbook.php',b'',0,0,0,0,0,0,1
GET,b'/bxss/vuln.php',b'',0,0,0,0,0,0,1
GET,b'/clientaccesspolicy.xml',b'',0,0,0,0,0,0,1
GET,b'/Connections/DB_Connection.php',b'',0,0,0,0,0,0,1
GET,b'/CVS/Entries.Log',b'',0,0,0,0,0,0,1
GET,b'/CVS/Entries',b'',0,0,0,0,0,0,1
GET,b'/crossdomain.xml',b'',0,0,0,0,0,0,1
GET,b'/CVS/Root',b'',0,0,0,0,0,0,1
GET,b'/CVS/Repository',b'',0,0,0,0,0,0,1
GET,b'/database_connect.php',b'',0,0,0,0,0,0,1
GET,b'/hpp/index.php',b'',0,0,0,0,0,0,1
GET,b'/hpp/test.php',b'',0,0,0,0,0,0,1
GET,b'/index.bak',b'',0,0,0,0,0,0,1
GET,b'/logout.php',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/.htaccess',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/details.php',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/index.php',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/buy.php',b'',0,0,0,0,0,0,1
GET,b'/Mod_Rewrite_Shop/rate.php',b'',0,0,0,0,0,0,1
GET,b'/pictures/1.jpg.tn',b'',0,0,0,0,0,0,1
GET,b'/pictures/2.jpg.tn',b'',0,0,0,0,0,0,1
GET,b'/pictures/3.jpg.tn',b'',0,0,0,0,0,0,1
GET,b'/pictures/4.jpg.tn',b'',0,0,0,0,0,0,1
GET,b'/pictures/5.jpg.tn',b'',0,0,0,0,0,0,1
GET,b'/pictures/6.jpg.tn',b'',0,0,0,0,0,0,1
GET,b'/pictures/7.jpg.tn',b'',0,0,0,0,0,0,1
GET,b'/pictures/8.jpg.tn',b'',0,0,0,0,0,0,1
GET,b'/pictures/credentials.txt',b'',0,0,0,0,0,0,1
GET,b'/pictures/ipaddresses.txt',b'',0,0,0,0,0,0,1
GET,b'/pictures/path-disclosure-unix.html',b'',0,0,0,0,0,0,1
GET,b'/pictures/path-disclosure-win.html',b'',0,0,0,0,0,0,1
GET,b'/pictures/wp-config.bak',b'',0,0,0,0,0,0,1
GET,b'/pictures/WS_FTP.LOG',b'',0,0,0,0,0,0,1
GET,b'/secured/office.htm',b'',0,0,0,0,0,0,1
GET,b'/secured/index.php',b'',0,0,0,0,0,0,1
GET,b'/secured/database_connect.php',b'',0,0,0,0,0,0,1
GET,b'/secured/phpinfo.php',b'',0,0,0,0,0,0,1
GET,b'/vendor/installed.json',b'',0,0,0,0,0,0,1
GET,b'/sendcommand.php',b'',0,0,0,0,0,0,1
GET,b'/wvstests/pmwiki_2_1_19/scripts/version.php',b'',0,0,0,0,0,0,1
GET,b'/clearguestbook.php',b'',0,0,0,0,0,0,1
GET,b'/.idea',b'',0,0,0,0,0,0,1
GET,b'/adm1nPan3l',b'',0,0,0,0,0,0,1
GET,b'/_mmServerScripts',b'',0,0,0,0,0,0,1
GET,b'/admin',b'',0,0,0,0,0,0,1
GET,b'/.idea/scopes',b'',0,0,0,0,0,0,1
GET,b'/bxss',b'',0,0,0,0,0,0,1
GET,b'/CVS',b'',0,0,0,0,0,0,1
GET,b'/Connections',b'',0,0,0,0,0,0,1
GET,b'/pictures',b'',0,0,0,0,0,0,1
GET,b'/bxss/adminPan3l',b'',0,0,0,0,0,0,1
GET,b'/vendor',b'',0,0,0,0,0,0,1
GET,b'/bxss/vuln.php?id=1',b'',0,0,0,0,0,0,1
GET,b'/wvstests/pmwiki_2_1_19/scripts',b'',0,0,0,0,0,0,1
GET,b'/wvstests/pmwiki_2_1_19',b'',0,0,0,0,0,0,1
GET,b'/wvstests',b'',0,0,0,0,0,0,1
GET,b'/medias/js/common_functions.js',b'',0,0,0,0,0,0,1
GET,b'/hpp/index.php?pp=12',b'',0,0,0,0,0,0,1
GET,b'/medias',b'',0,0,0,0,0,0,1
GET,b'/medias/img',b'',0,0,0,0,0,0,1
GET,b'/secured/office_files/filelist.xml',b'',0,0,0,0,0,0,1
GET,b'/secured/phpinfo.php?=PHPB8B5F2A0-3C92-11d3-A3A9-4C7B08C10000',b'',0,0,0,0,0,0,1
GET,b'/medias/js',b'',0,0,0,0,0,0,1
GET,b'/secured/office_files',b'',0,0,0,0,0,0,1
GET,b'/medias/css',b'',0,0,0,0,0,0,1
GET,b'/secured/phpinfo.php?=PHPE9568F35-D428-11d2-A769-00AA001ACF42',b'',0,0,0,0,0,0,1
GET,b'/secured/phpinfo.php?=PHPE9568F34-D428-11d2-A769-00AA001ACF42',b'',0,0,0,0,0,0,1
GET,b'/_mmServerScripts/',b'',0,0,0,0,0,0,1
GET,b'/adm1nPan3l/',b'',0,0,0,0,0,0,1
GET,b'/bxss/',b'',0,0,0,0,0,0,1
GET,b'/CVS/',b'',0,0,0,0,0,0,1
GET,b'/pictures/',b'',0,0,0,0,0,0,1
GET,b'/admin/',b'',0,0,0,0,0,0,1
GET,b'/Connections/',b'',0,0,0,0,0,0,1
GET,b'/.idea/scopes/',b'',0,0,0,0,0,0,1
GET,b'/bxss/adminPan3l/',b'',0,0,0,0,0,0,1
GET,b'/.idea/',b'',0,0,0,0,0,0,1
GET,b'/wvstests/pmwiki_2_1_19/scripts/',b'',0,0,0,0,0,0,1
GET,b'/vendor/',b'',0,0,0,0,0,0,1
GET,b'/wvstests/',b'',0,0,0,0,0,0,1
GET,b'/wvstests/pmwiki_2_1_19/',b'',0,0,0,0,0,0,1
GET,b'/cgi-bin/le_check_v3.exe',b'',0,0,0,0,0,0,1
GET,b'/',b'',0,0,0,0,0,0,1
GET,b'/LxwqZaXo',b'',0,0,0,0,0,0,1
GET,b'/PAs2rKfj',b'',0,0,0,0,0,0,1
GET,b'/ULM6vLzz',b'',0,0,0,0,0,0,1
GET,b'/',b'',0,0,0,0,0,0,1
POST,b'/login',b'password=g00dPa%24%24w0rD&username=admin',0,0,0,0,0,0,1
GET,b'/static/app/controllers/controllers.js',b'',0,0,0,0,0,0,1
GET,b'/robots.txt',b'',0,0,0,0,0,0,1
GET,b'/login',b'',0,0,0,0,0,0,1
GET,b'/static/app/app.js',b'',0,0,0,0,0,0,1
GET,b'/static/app/libs/sessvars.js',b'',0,0,0,0,0,0,1
GET,b'/static/app/post.js',b'',0,0,0,0,0,0,1
GET,b'/static/app/services/itemsService.js',b'',0,0,0,0,0,0,1
GET,b'/static',b'',0,0,0,0,0,0,1
GET,b'/static/img',b'',0,0,0,0,0,0,1
GET,b'/static/app/libs',b'',0,0,0,0,0,0,1
GET,b'/static/css',b'',0,0,0,0,0,0,1
GET,b'/static/app/controllers',b'',0,0,0,0,0,0,1
GET,b'/static/app',b'',0,0,0,0,0,0,1
GET,b'/static/app/services',b'',0,0,0,0,0,0,1
GET,b'/sitemap.xml',b'',0,0,0,0,0,0,1
GET,b'/static/app/services/',b'',0,0,0,0,0,0,1
GET,b'/static/app/controllers/',b'',0,0,0,0,0,0,1
GET,b'/static/app/',b'',0,0,0,0,0,0,1
GET,b'/static/img/',b'',0,0,0,0,0,0,1
GET,b'/sitemap.xml.gz',b'',0,0,0,0,0,0,1
GET,b'/static/app/libs/',b'',0,0,0,0,0,0,1
GET,b'/static/css/',b'',0,0,0,0,0,0,1
GET,b'/',b'',0,0,0,0,0,0,1
GET,b'/logout',b'',0,0,0,0,0,0,1
GET,b'/twitter-bootstrap/2.3.1/js/bootstrap.min.js',b'',0,0,0,0,0,0,1
GET,b'/jquery-1.9.1.min.js',b'',0,0,0,0,0,0,1
GET,"b'/css?family=Lora:400,700,400italic,700italic'",b'',0,0,0,0,0,0,1
GET,b'/ad.js',b'',0,0,0,0,0,0,1
GET,b'/ajax/libs/angularjs/1.0.6/angular.min.js',b'',0,0,0,0,0,0,1
GET,b'/static/app/partials/popular.html',b'',0,0,0,0,0,0,1
GET,b'/ajax/popular?offset=0',b'',0,0,0,0,0,0,1
GET,b'/static/app/partials/itemsList.html',b'',0,0,0,0,0,0,1
POST,b'/forgotpw',b'<forgot><username>e</username></forgot>',0,0,0,0,0,0,1
GET,b'/static/app/partials/latest.html',b'',0,0,0,0,0,0,1
GET,b'/ajax/latest?offset=0',b'',0,0,0,0,0,0,1
GET,b'/ajax/latest?offset=-5',b'',0,0,0,0,0,0,1
GET,b'/ajax/latest?offset=5',b'',0,0,0,0,0,0,1
GET,b'/static/app/partials/carousel.html',b'',0,0,0,0,0,0,1
GET,b'/static/app/partials/archive.html',b'',0,0,0,0,0,0,1
GET,b'/ajax/archive',b'',0,0,0,0,0,0,1
GET,b'/static/app/partials/about.html',b'',0,0,0,0,0,0,1
GET,b'/static/app/partials/contact.html',b'',0,0,0,0,0,0,1
GET,b'/ajax/popular?offset=-5',b'',0,0,0,0,0,0,1
GET,b'/ajax/popular?offset=5',b'',0,0,0,0,0,0,1
GET,b'/ajax/latest?offset=NaN',b'',0,0,0,0,0,0,1
GET,b'/ajax/popular?offset=NaN',b'',0,0,0,0,0,0,1
POST,b'/contact',b'address=3137%20Laguna%20Street&firstName=trlrdorp&lastName=kxexfnqp&message=20&subject=na',0,0,0,0,2,0,1
POST,b'/contact',b'address=3137%20Laguna%20Street&firstName=vljoppaa&lastName=aofuoptr&message=20&subject=product',0,0,0,0,2,0,1
POST,b'/contact',b'address=3137%20Laguna%20Street&firstName=ecnxfxal&lastName=xyjtwndl&message=20&subject=suggestions',0,0,0,0,2,0,1
POST,b'/contact',b'address=3137%20Laguna%20Street&firstName=jfawyeaf&lastName=miylsuuy&message=20&subject=service',0,0,0,0,2,0,1
GET,b'/static/app/partials',b'',0,0,0,0,0,0,1
GET,b'/contact',b'',0,0,0,0,0,0,1
GET,b'/ajax/latest?offset=0',b'',0,0,0,0,0,0,1
GET,b'/forgotpw',b'',0,0,0,0,0,0,1
GET,b'/ajax',b'',0,0,0,0,0,0,1
GET,b'/ajax/popular?offset=0',b'',0,0,0,0,0,0,1
GET,b'/static/app/partials/',b'',0,0,0,0,0,0,1
GET,b'/css?family=Open+Sans:700',b'',0,0,0,0,1,0,1
GET,b'/cgi-bin/le_check_v3.exe',b'',0,0,0,0,0,0,1
GET,b'/',b'',0,0,0,0,0,0,1
GET,b'/BcPwMZMS',b'',0,0,0,0,0,0,1
GET,b'/KbLJXRUu',b'',0,0,0,0,0,0,1
GET,b'/PPd0VbH4',b'',0,0,0,0,0,0,1
GET,b'/',b'',0,0,0,0,0,0,1
GET,b'/robots.txt',b'',0,0,0,0,0,0,1
GET,b'/Templates',b'',0,0,0,0,0,0,1
GET,b'/Default.asp',b'',0,0,0,0,0,0,1
GET,b'/Templatize.asp?item=html/about.html',b'',0,0,0,0,0,0,1
GET,b'/Search.asp',b'',0,0,0,0,0,0,1
GET,b'/Login.asp',b'',0,0,0,0,0,0,1
GET,b'/Login.asp?RetURL=/Default.asp%3F',b'',0,0,0,0,0,0,1
GET,b'/Templatize.asp',b'',0,0,0,0,0,0,1
GET,b'/showforum.asp',b'',0,0,0,0,0,0,1
GET,b'/Templates/MainTemplate.dwt.asp',b'',0,0,0,0,0,0,1
GET,b'/showforum.asp?id=0',b'',0,0,0,0,0,0,1
GET,b'/showforum.asp?id=1',b'',0,0,0,0,0,0,1
GET,b'/Register.asp',b'',0,0,0,0,0,0,1
GET,b'/showforum.asp?id=2',b'',0,0,0,0,0,0,1
GET,b'/Register.asp?RetURL=/Default.asp%3F',b'',0,0,0,0,0,0,1
GET,b'/Images',b'',0,0,0,0,0,0,1
POST,b'/Login.asp',b'tfUName=ehujacrt&tfUPass=g00dPa%24%24w0rD',0,0,0,0,0,0,1
GET,b'/sitemap.xml',b'',0,0,0,0,0,0,1
GET,b'/Templates/',b'',0,0,0,0,0,0,1
GET,b'/Login.asp?RetURL=/Templatize.asp%3Fitem%3Dhtml/about.html',b'',0,0,0,0,0,0,1
GET,b'/Register.asp?RetURL=/Login.asp%3F',b'',0,0,0,0,0,0,1
POST,b'/Login.asp?RetURL=/Default.asp%3F',b'tfUName=vvtqjyyb&tfUPass=g00dPa%24%24w0rD',0,0,0,0,0,0,1
GET,b'/Login.asp?RetURL=/Login.asp%3F',b'',0,0,0,0,0,0,1
GET,b'/Register.asp?RetURL=/Templatize.asp%3Fitem%3Dhtml/about.html',b'',0,0,0,0,0,0,1
GET,b'/Search.asp?tfSearch=',b'',0,0,0,0,0,0,1
GET,b'/sitemap.xml.gz',b'',0,0,0,0,0,0,1
POST,b'/Register.asp?RetURL=/Default.asp%3F',b'tfEmail=sample%40email.tst&tfRName=fnvvstgt&tfUName=lkbakdqn&tfUPass=g00dPa%24%24w0rD',0,0,0,0,0,0,1
GET,b'/Search.asp?tfSearch=the',b'',0,0,0,0,0,0,1
POST,b'/Register.asp',b'tfEmail=sample%40email.tst&tfRName=sdbdpltw&tfUName=grkokaay&tfUPass=g00dPa%24%24w0rD',0,0,0,0,0,0,1
GET,b'/showthread.asp?id=1',b'',0,0,0,0,0,0,1
GET,b'/Templates/Login.asp?RetURL=/Templates/MainTemplate.dwt.asp%3F',b'',0,0,0,0,0,0,1
GET,b'/showthread.asp',b'',0,0,0,0,0,0,1
GET,b'/Templates/Login.asp',b'',0,0,0,0,0,0,1
GET,b'/showthread.asp?id=3',b'',0,0,0,0,0,0,1
GET,b'/showthread.asp?id=2',b'',0,0,0,0,0,0,1
GET,b'/Templates/Register.asp',b'',0,0,0,0,0,0,1
GET,b'/Templates/Register.asp?RetURL=/Templates/MainTemplate.dwt.asp%3F',b'',0,0,0,0,0,0,1
GET,b'/Images/',b'',0,0,0,0,0,0,1
POST,b'/Login.asp?RetURL=/Templatize.asp%3Fitem%3Dhtml/about.html',b'tfUName=gfhikivw&tfUPass=g00dPa%24%24w0rD',0,0,0,0,0,0,1
POST,b'/Register.asp?RetURL=/Login.asp%3F',b'tfEmail=sample%40email.tst&tfRName=uvpkeixr&tfUName=rkaubrkb&tfUPass=g00dPa%24%24w0rD',0,0,0,0,0,0,1
POST,b'/Register.asp?RetURL=/Templatize.asp%3Fitem%3Dhtml/about.html',b'tfEmail=sample%40email.tst&tfRName=apchessv&tfUName=wytgovhe&tfUPass=g00dPa%24%24w0rD',0,0,0,0,0,0,1
GET,b'/avatars',b'',0,0,0,0,0,0,1
GET,b'/avatars/',b'',0,0,0,0,0,0,1
GET,b'/',b'',0,0,0,0,0,0,1
GET,b'/cgi-bin/le_check_v3.exe',b'',0,0,0,0,0,0,1
GET,b'/',b'',0,0,0,0,0,0,1
GET,b'/P4lmWEeh',b'',0,0,0,0,0,0,1
GET,b'/IXeh3wt3',b'',0,0,0,0,0,0,1
GET,b'/FCiCOwqK',b'',0,0,0,0,0,0,1
GET,b'/',b'',0,0,0,0,0,0,1
GET,b'/robots.txt',b'',0,0,0,0,0,0,1
